18854:
 num     #instances         #bytes  class name (module)
3598:             1             16  java.lang.reflect.AccessFlag$11 (java.base@21.0.6)
3599:             1             16  java.lang.reflect.AccessFlag$12 (java.base@21.0.6)
3600:             1             16  java.lang.reflect.AccessFlag$13 (java.base@21.0.6)
3601:             1             16  java.lang.reflect.AccessFlag$14 (java.base@21.0.6)
3602:             1             16  java.lang.reflect.AccessFlag$15 (java.base@21.0.6)
3603:             1             16  java.lang.reflect.AccessFlag$16 (java.base@21.0.6)
3604:             1             16  java.lang.reflect.AccessFlag$17 (java.base@21.0.6)
3605:             1             16  java.lang.reflect.AccessFlag$18 (java.base@21.0.6)
3606:             1             16  java.lang.reflect.AccessFlag$2 (java.base@21.0.6)
3607:             1             16  java.lang.reflect.AccessFlag$3 (java.base@21.0.6)
3608:             1             16  java.lang.reflect.AccessFlag$4 (java.base@21.0.6)
3609:             1             16  java.lang.reflect.AccessFlag$5 (java.base@21.0.6)
3610:             1             16  java.lang.reflect.AccessFlag$6 (java.base@21.0.6)
3611:             1             16  java.lang.reflect.AccessFlag$7 (java.base@21.0.6)
3612:             1             16  java.lang.reflect.AccessFlag$8 (java.base@21.0.6)
3613:             1             16  java.lang.reflect.AccessFlag$9 (java.base@21.0.6)
3614:             1             16  java.lang.reflect.Proxy$$Lambda/0x00007f5a8e04b078 (java.base@21.0.6)
3615:             1             16  java.lang.reflect.Proxy$ProxyBuilder$$Lambda/0x00007f5a8e04c2e8 (java.base@21.0.6)
3616:             1             16  java.lang.reflect.ProxyGenerator$$Lambda/0x00007f5a8e04dbd0 (java.base@21.0.6)
3617:             1             16  java.lang.reflect.ProxyGenerator$$Lambda/0x00007f5a8e04de00 (java.base@21.0.6)
3618:             1             16  java.lang.reflect.ReflectAccess (java.base@21.0.6)
3619:             1             16  java.net.InetAddress$$Lambda/0x00007f5a8e170e60 (java.base@21.0.6)
3620:             1             16  java.net.InetAddress$$Lambda/0x00007f5a8e3de1d0 (java.base@21.0.6)
3621:             1             16  java.net.InetAddress$1 (java.base@21.0.6)
3622:             1             16  java.net.InetAddress$PlatformResolver (java.base@21.0.6)
3623:             1             16  java.net.URI$1 (java.base@21.0.6)
3624:             1             16  java.net.URL$3 (java.base@21.0.6)
3625:             1             16  java.net.URL$DefaultFactory (java.base@21.0.6)
3626:             1             16  java.net.spi.InetAddressResolver$LookupPolicy (java.base@21.0.6)
3627:             1             16  java.nio.Bits$1 (java.base@21.0.6)
3628:             1             16  java.nio.Buffer$1 (java.base@21.0.6)
3629:             1             16  java.nio.Buffer$2 (java.base@21.0.6)
3630:             1             16  java.nio.channels.spi.SelectorProvider$Holder$$Lambda/0x00007f5a8e3dbe58 (java.base@21.0.6)
3631:             1             16  java.security.AllPermission (java.base@21.0.6)
3632:             1             16  java.security.AllPermissionCollection (java.base@21.0.6)
3633:             1             16  java.security.ProtectionDomain$JavaSecurityAccessImpl (java.base@21.0.6)
3634:             1             16  java.security.Security$$Lambda/0x80000000b (java.base@21.0.6)
3635:             1             16  java.security.Security$1 (java.base@21.0.6)
3636:             1             16  java.text.DontCareFieldPosition$1 (java.base@21.0.6)
3637:             1             16  java.text.MessageFormat$Field (java.base@21.0.6)
3638:             1             16  java.time.Clock$SystemClock (java.base@21.0.6)
3639:             1             16  java.time.ZoneOffset$$Lambda/0x80000000c (java.base@21.0.6)
3640:             1             16  java.util.AbstractMap$1 (java.base@21.0.6)
3641:             1             16  java.util.Collections$EmptyEnumeration (java.base@21.0.6)
3642:             1             16  java.util.Collections$EmptyIterator (java.base@21.0.6)
3643:             1             16  java.util.Collections$EmptyList (java.base@21.0.6)
3644:             1             16  java.util.Collections$EmptySet (java.base@21.0.6)
3645:             1             16  java.util.Collections$ReverseComparator (java.base@21.0.6)
3646:             1             16  java.util.EnumMap$1 (java.base@21.0.6)
3647:             1             16  java.util.IdentityHashMap$EntrySet (java.base@21.0.6)
3648:             1             16  java.util.IdentityHashMap$Values (java.base@21.0.6)
3649:             1             16  java.util.Locale$Builder (java.base@21.0.6)
3650:             1             16  java.util.Map$Entry$$Lambda/0x00007f5a8e1daa90 (java.base@21.0.6)
3651:             1             16  java.util.ResourceBundle$1 (java.base@21.0.6)
3652:             1             16  java.util.ResourceBundle$Control (java.base@21.0.6)
3653:             1             16  java.util.Spliterators$EmptySpliterator$OfDouble (java.base@21.0.6)
3654:             1             16  java.util.Spliterators$EmptySpliterator$OfInt (java.base@21.0.6)
3655:             1             16  java.util.Spliterators$EmptySpliterator$OfLong (java.base@21.0.6)
3656:             1             16  java.util.Spliterators$EmptySpliterator$OfRef (java.base@21.0.6)
3657:             1             16  java.util.WeakHashMap$Values (java.base@21.0.6)
3658:             1             16  java.util.concurrent.ConcurrentSkipListMap$KeySet (java.base@21.0.6)
3659:             1             16  java.util.concurrent.ConcurrentSkipListSet (java.base@21.0.6)
3660:             1             16  java.util.concurrent.ForkJoinPool$2 (java.base@21.0.6)
3661:             1             16  java.util.concurrent.ForkJoinPool$DefaultForkJoinWorkerThreadFactory (java.base@21.0.6)
3662:             1             16  java.util.concurrent.ThreadPoolExecutor$AbortPolicy (java.base@21.0.6)
3663:             1             16  java.util.function.Function$$Lambda/0x00007f5a8e07f898 (java.base@21.0.6)
3664:             1             16  java.util.jar.Attributes (java.base@21.0.6)
3665:             1             16  java.util.jar.JavaUtilJarAccessImpl (java.base@21.0.6)
3666:             1             16  java.util.logging.ErrorManager (java.logging@21.0.6)
3667:             1             16  java.util.logging.Level$$Lambda/0x800000011 (java.logging@21.0.6)
3668:             1             16  java.util.logging.Level$KnownLevel$$Lambda/0x800000021 (java.logging@21.0.6)
3669:             1             16  java.util.logging.Level$KnownLevel$$Lambda/0x800000022 (java.logging@21.0.6)
3670:             1             16  java.util.logging.Level$KnownLevel$$Lambda/0x800000023 (java.logging@21.0.6)
3671:             1             16  java.util.logging.LogManager$CloseOnReset (java.logging@21.0.6)
3672:             1             16  java.util.logging.LogManager$LoggingProviderAccess (java.logging@21.0.6)
3673:             1             16  java.util.logging.LogManager$VisitedLoggers (java.logging@21.0.6)
3674:             1             16  java.util.logging.LogRecord$CallerFinder$$Lambda/0x00007f5a8e64b5a8 (java.logging@21.0.6)
3675:             1             16  java.util.logging.SimpleFormatter (java.logging@21.0.6)
3676:             1             16  java.util.logging.SimpleFormatter$$Lambda/0x00007f5a8e646fe8 (java.logging@21.0.6)
3677:             1             16  java.util.regex.CharPredicates$$Lambda/0x00007f5a8e2faf70 (java.base@21.0.6)
3678:             1             16  java.util.regex.CharPredicates$$Lambda/0x00007f5a8e2fd958 (java.base@21.0.6)
3679:             1             16  java.util.regex.CharPredicates$$Lambda/0x800000025 (java.base@21.0.6)
3680:             1             16  java.util.regex.CharPredicates$$Lambda/0x800000026 (java.base@21.0.6)
3681:             1             16  java.util.regex.Pattern$$Lambda/0x00007f5a8e171908 (java.base@21.0.6)
3682:             1             16  java.util.regex.Pattern$LastNode (java.base@21.0.6)
3683:             1             16  java.util.regex.Pattern$Node (java.base@21.0.6)
3684:             1             16  java.util.stream.Collectors$$Lambda/0x00007f5a8e07a658 (java.base@21.0.6)
3685:             1             16  java.util.stream.Collectors$$Lambda/0x00007f5a8e07a868 (java.base@21.0.6)
3686:             1             16  java.util.stream.Collectors$$Lambda/0x00007f5a8e07aa88 (java.base@21.0.6)
3687:             1             16  java.util.stream.Collectors$$Lambda/0x00007f5a8e1c18d8 (java.base@21.0.6)
3688:             1             16  java.util.stream.Collectors$$Lambda/0x00007f5a8e1c1d10 (java.base@21.0.6)
3689:             1             16  java.util.stream.Collectors$$Lambda/0x800000039 (java.base@21.0.6)
3690:             1             16  java.util.stream.Collectors$$Lambda/0x80000003e (java.base@21.0.6)
3691:             1             16  java.util.stream.Collectors$$Lambda/0x800000040 (java.base@21.0.6)
3692:             1             16  java.util.stream.Collectors$$Lambda/0x800000041 (java.base@21.0.6)
3693:             1             16  java.util.stream.Collectors$$Lambda/0x800000042 (java.base@21.0.6)
3694:             1             16  java.util.stream.Collectors$$Lambda/0x800000043 (java.base@21.0.6)
3695:             1             16  java.util.stream.Collectors$$Lambda/0x800000045 (java.base@21.0.6)
3696:             1             16  java.util.stream.DoublePipeline$$Lambda/0x00007f5a8e1f00b8 (java.base@21.0.6)
3697:             1             16  java.util.stream.FindOps$FindSink$OfRef$$Lambda/0x800000048 (java.base@21.0.6)
3698:             1             16  java.util.stream.FindOps$FindSink$OfRef$$Lambda/0x800000049 (java.base@21.0.6)
3699:             1             16  java.util.stream.FindOps$FindSink$OfRef$$Lambda/0x80000004a (java.base@21.0.6)
3700:             1             16  java.util.stream.FindOps$FindSink$OfRef$$Lambda/0x80000004b (java.base@21.0.6)
3701:             1             16  java.util.stream.LongPipeline$$Lambda/0x00007f5a8e6441b8 (java.base@21.0.6)
3702:             1             16  java.util.stream.Nodes$EmptyNode$OfDouble (java.base@21.0.6)
3703:             1             16  java.util.stream.Nodes$EmptyNode$OfInt (java.base@21.0.6)
3704:             1             16  java.util.stream.Nodes$EmptyNode$OfLong (java.base@21.0.6)
3705:             1             16  java.util.stream.Nodes$EmptyNode$OfRef (java.base@21.0.6)
3706:             1             16  java.util.zip.ZipFile$1 (java.base@21.0.6)
3707:             1             16  javax.net.DefaultSocketFactory (java.base@21.0.6)
3708:             1             16  jdk.internal.icu.impl.Trie2$1 (java.base@21.0.6)
3709:             1             16  jdk.internal.icu.text.StringPrep$StringPrepTrieImpl (java.base@21.0.6)
3710:             1             16  jdk.internal.jimage.ImageBufferCache$1 (java.base@21.0.6)
3711:             1             16  jdk.internal.jimage.ImageBufferCache$2 (java.base@21.0.6)
3712:             1             16  jdk.internal.jimage.ImageReaderFactory$1 (java.base@21.0.6)
3713:             1             16  jdk.internal.jimage.ImageStringsReader (java.base@21.0.6)
3714:             1             16  jdk.internal.jimage.decompressor.Decompressor (java.base@21.0.6)
3715:             1             16  jdk.internal.math.FloatingDecimal$1 (java.base@21.0.6)
3716:             1             16  jdk.internal.misc.ScopedMemoryAccess (java.base@21.0.6)
3717:             1             16  jdk.internal.misc.TerminatingThreadLocal$1 (java.base@21.0.6)
3718:             1             16  jdk.internal.misc.ThreadTracker (java.base@21.0.6)
3719:             1             16  jdk.internal.misc.Unsafe (java.base@21.0.6)
3720:             1             16  jdk.internal.module.DefaultRoots$$Lambda/0x80000004e (java.base@21.0.6)
3721:             1             16  jdk.internal.module.DefaultRoots$$Lambda/0x80000004f (java.base@21.0.6)
3722:             1             16  jdk.internal.module.DefaultRoots$$Lambda/0x800000050 (java.base@21.0.6)
3723:             1             16  jdk.internal.module.DefaultRoots$$Lambda/0x800000051 (java.base@21.0.6)
3724:             1             16  jdk.internal.module.ModuleLoaderMap$Mapper (java.base@21.0.6)
3725:             1             16  jdk.internal.module.ModulePatcher (java.base@21.0.6)
3726:             1             16  jdk.internal.module.ModuleResolution (java.base@21.0.6)
3727:             1             16  jdk.internal.perf.Perf (java.base@21.0.6)
3728:             1             16  jdk.internal.platform.CgroupMetrics (java.base@21.0.6)
3729:             1             16  jdk.internal.platform.CgroupSubsystemFactory$$Lambda/0x00007f5a8e1ea8e8 (java.base@21.0.6)
3730:             1             16  jdk.internal.platform.cgroupv2.CgroupV2Subsystem (java.base@21.0.6)
3731:             1             16  jdk.internal.platform.cgroupv2.CgroupV2Subsystem$$Lambda/0x00007f5a8e6428d0 (java.base@21.0.6)
3732:             1             16  jdk.internal.platform.cgroupv2.CgroupV2SubsystemController (java.base@21.0.6)
3733:             1             16  jdk.internal.reflect.ReflectionFactory (java.base@21.0.6)
3734:             1             16  jdk.internal.util.Preconditions$1 (java.base@21.0.6)
3735:             1             16  jdk.internal.util.Preconditions$2 (java.base@21.0.6)
3736:             1             16  jdk.internal.util.Preconditions$3 (java.base@21.0.6)
3737:             1             16  jdk.internal.util.ReferencedKeySet (java.base@21.0.6)
3738:             1             16  jdk.net.LinuxSocketOptions (jdk.net@21.0.6)
3739:             1             16  jdk.proxy1.$Proxy3 (jdk.proxy1)
3740:             1             16  jdk.proxy3.$Proxy30 (jdk.proxy3)
3741:             1             16  jdk.proxy3.$Proxy37 (jdk.proxy3)
3742:             1             16  jdk.proxy3.$Proxy41 (jdk.proxy3)
3743:             1             16  jdk.proxy3.$Proxy43 (jdk.proxy3)
3744:             1             16  jdk.proxy3.$Proxy44 (jdk.proxy3)
3745:             1             16  jdk.xml.internal.SecuritySupport$$Lambda/0x00007f5a8e366e90 (java.xml@21.0.6)
3746:             1             16  kotlin.Unit
3747:             1             16  kotlin.collections.AbstractList$Companion
3748:             1             16  kotlin.collections.EmptyList
3749:             1             16  kotlin.collections.EmptyMap
3750:             1             16  kotlin.collections.EmptySet
3751:             1             16  kotlin.text.Charsets
3752:             1             16  kotlin.text.Regex$Companion
3753:             1             16  net.bytebuddy.ClassFileVersion$VersionLocator$Resolved
3754:             1             16  net.bytebuddy.agent.builder.$Proxy23
3755:             1             16  net.bytebuddy.agent.builder.$Proxy5
3756:             1             16  net.bytebuddy.agent.builder.AgentBuilder$Default$ExecutingTransformer$Factory$ForJava9CapableVm
